protocol_number,protocol,when_aug_performed,aug_type,config/HP_AUG_PER,Multi_TP,Multi_TN,Multi_FP,Multi_FN,Multi_APCER,Multi_BPCER,Multi_ACER,Multi_EER,Multi_AUC
2,LOO_SGS8,BeforeSplit,TradAugSpoofOnly,0.2,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,BeforeSplit,TradAugSpoofOnly,0.3,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,LOO_SGS8,None,Baseline,0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,AfterSplit,GenAugSpoofOnly,0.05,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,AfterSplit,GenAugSpoofOnly,0.1,3.6666666666666665,8.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.06666666666666667,0.9583333333333334
3,UnKnown_P,AfterSplit,GenAugSpoofOnly,0.2,3.6666666666666665,8.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.06666666666666667,0.9583333333333334
3,UnKnown_P,AfterSplit,GenAugSpoofOnly,0.3,3.1666666666666665,8.0,0.0,0.8333333333333334,0.20833333333333334,0.0,0.10416666666666667,0.16666666666666666,0.8958333333333334
3,UnKnown_P,AfterSplit,GenAugSpoofOnly_KF,0.05,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,AfterSplit,GenAugSpoofOnly_KF,0.1,4.0,7.833333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.018518518518518517,0.9895833333333334
3,UnKnown_P,AfterSplit,GenAugSpoofOnly_KF,0.2,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,AfterSplit,GenAugSpoofOnly_KF,0.3,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,AfterSplit,TradAugSpoofOnly,0.05,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,AfterSplit,TradAugSpoofOnly,0.1,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,AfterSplit,TradAugSpoofOnly,0.2,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,AfterSplit,TradAugSpoofOnly,0.3,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly,0.05,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly,0.1,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly,0.2,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly,0.3,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly_KF,0.05,3.6666666666666665,8.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.06666666666666667,0.9583333333333334
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly_KF,0.1,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly_KF,0.2,3.8333333333333335,8.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.020833333333333332,0.03333333333333333,0.9791666666666666
3,UnKnown_P,BeforeSplit,GenAugSpoofOnly_KF,0.3,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,BeforeSplit,TradAugSpoofOnly,0.05,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,BeforeSplit,TradAugSpoofOnly,0.1,4.0,7.833333333333333,0.16666666666666666,0.0,0.0,0.020833333333333332,0.010416666666666666,0.018518518518518517,0.9895833333333334
3,UnKnown_P,BeforeSplit,TradAugSpoofOnly,0.2,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,BeforeSplit,TradAugSpoofOnly,0.3,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_P,None,Baseline,0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,UnKnown_R,AfterSplit,GenAugSpoofOnly,0.05,13.0,8.0,0.0,1.0,0.07142857142857142,0.0,0.03571428571428571,0.06527777777777777,0.9642857142857143
3,UnKnown_R,AfterSplit,GenAugSpoofOnly,0.1,12.666666666666666,8.0,0.0,1.3333333333333333,0.09523809523809523,0.0,0.047619047619047616,0.08104575163398692,0.9523809523809524
3,UnKnown_R,AfterSplit,GenAugSpoofOnly,0.2,12.5,8.0,0.0,1.5,0.10714285714285714,0.0,0.05357142857142857,0.09330065359477124,0.9464285714285715
3,UnKnown_R,AfterSplit,GenAugSpoofOnly,0.3,12.333333333333334,8.0,0.0,1.6666666666666667,0.11904761904761903,0.0,0.059523809523809514,0.10555555555555558,0.9404761904761906
3,UnKnown_R,AfterSplit,GenAugSpoofOnly_KF,0.05,13.833333333333334,8.0,0.0,0.16666666666666666,0.011904761904761904,0.0,0.005952380952380952,0.011111111111111106,0.9940476190476191
3,UnKnown_R,AfterSplit,GenAugSpoofOnly_KF,0.1,13.166666666666666,8.0,0.0,0.8333333333333334,0.059523809523809514,0.0,0.029761904761904757,0.05163398692810456,0.9702380952380952
3,UnKnown_R,AfterSplit,GenAugSpoofOnly_KF,0.2,13.666666666666666,8.0,0.0,0.3333333333333333,0.023809523809523808,0.0,0.011904761904761904,0.022222222222222213,0.9880952380952381
3,UnKnown_R,AfterSplit,GenAugSpoofOnly_KF,0.3,13.666666666666666,8.0,0.0,0.3333333333333333,0.023809523809523808,0.0,0.011904761904761904,0.022222222222222213,0.9880952380952381
3,UnKnown_R,AfterSplit,TradAugSpoofOnly,0.05,13.5,8.0,0.0,0.5,0.03571428571428571,0.0,0.017857142857142856,0.03333333333333332,0.9821428571428572
3,UnKnown_R,AfterSplit,TradAugSpoofOnly,0.1,13.166666666666666,8.0,0.0,0.8333333333333334,0.059523809523809514,0.0,0.029761904761904757,0.05555555555555553,0.9702380952380952
3,UnKnown_R,AfterSplit,TradAugSpoofOnly,0.2,13.333333333333334,8.0,0.0,0.6666666666666666,0.047619047619047616,0.0,0.023809523809523808,0.04305555555555555,0.9761904761904763
3,UnKnown_R,AfterSplit,TradAugSpoofOnly,0.3,13.0,8.0,0.0,1.0,0.07142857142857142,0.0,0.03571428571428571,0.0638888888888889,0.9642857142857143
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly,0.05,12.833333333333334,8.0,0.0,1.1666666666666667,0.08333333333333333,0.0,0.041666666666666664,0.07037037037037036,0.9583333333333334
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly,0.1,12.333333333333334,8.0,0.0,1.6666666666666667,0.11904761904761903,0.0,0.059523809523809514,0.10441176470588236,0.9404761904761906
3,UnKnown_R,BeforeSplit,GenAugSpoofOnly,0.2,12.5,8.0,0.0,1.5,0.10714285714285714,0.0,0.05357142857142857,0.09583333333333334,0.9464285714285715
